,FinalID,c_B0,c_B1,c_B2,c_B3,c_bic,c_aic,c_aicc,c_RSq,c_RSq_adj,b_B0,b_T0,b_Tm,b_bic,b_aic,b_aicc,b_RSq,b_RSq_adj,s_B0,s_E,s_El,s_Eh,s_Tl,s_Th,s_bic,s_aic,s_aicc,s_RSq,s_RSq_adj,sh_B0,sh_E,sh_Eh,sh_Th,sh_bic,sh_aic,sh_aicc,sh_RSq,sh_RSq_adj,sl_B0,sl_E,sl_El,sl_Tl,sl_bic,sl_aic,sl_aicc,sl_RSq,sl_RSq_adj
20,MTD2212,-0.17695804547552904,-0.273623513960534,0.04037600337282142,-0.0009168385273003168,-22.277834233881478,-22.59560040060082,-9.262267067267485,0.9870237947039231,0.9697221876424872,0.0018658154528310988,9.053412853431361,35.46296039232995,-24.344547182218808,-24.582871807258314,-18.582871807258314,0.9870031321657242,0.9772554812900174,0.5991359886025865,1.9430738503900211,2.054330692431251,5.999999999127206,290.93008303648475,300.3755621178063,-8.17189356561651,-8.648542815695524,75.35145718430448,0.9550073331972398,0.685051332380679,0.6533868363326428,1.2356622334767295,2.6943323435616264,298.1499999999101,-3.693866319856655,-4.011632486575998,9.321700846757336,0.8675621726586388,0.6909784028701571,0.9173504065890292,0.8034867502464245,3.268775791019019,301.9496323163171,-4.595891466211453,-4.913657632930796,8.419675700402538,0.8816838635587567,0.7239290149704323
21,MTD2213,-1.0569844708962342,-0.15388850023067852,0.035232706344730386,-0.0008214941921237401,-16.381298559947773,-17.170196869292653,-7.170196869292653,0.9756169672328427,0.9512339344656855,0.0018128173959185423,9.08710108600085,36.828012417169575,-18.36803583463685,-18.959709566645508,-14.159709566645507,0.9750399888532352,0.9600639821651763,0.5170163044619863,1.85958261131141,2.0478939450089566,5.999999999499064,292.88508587896064,301.3751156917348,-21.768214190509973,-22.95156165452729,19.04843834547271,0.9917758972500917,0.967103589000367,0.5187476249671585,1.4318572923963062,2.904361722377031,298.1499999507659,-5.976392291048034,-6.7652906003929125,3.2347093996070875,0.9225224506520955,0.845044901304191,0.8560710714165809,0.8928836657784313,3.400918861965051,302.1537127631599,-10.471521419519542,-11.26041972886442,-1.26041972886442,0.9529820512782474,0.9059641025564948
22,MTD2214,-3.7866810721485913,0.3306029646167599,0.01200514743838535,-0.0004905255942590104,-14.393751639766785,-15.182649949111664,-5.1826499491116635,0.9663248895281326,0.9326497790562651,0.001589468569567043,6.982653189867143,36.906415789843955,-14.629429983761291,-15.22110371576995,-10.421103715769949,0.9581241794865623,0.9329986871784997,0.7523636052954907,1.9402596246561612,2.0080572454950927,5.999999999501495,290.4436615309694,300.41134157564335,-25.09468226263168,-26.278029726648995,15.721970273351005,0.9937066433117739,0.9748265732470958,0.7641097352591536,1.2378635582519149,2.7046834122836136,298.1499999999996,-6.753979097223079,-7.542877406567957,2.457122593432043,0.9213016162266965,0.842603232453393,1.1329150619087307,0.7564909507404802,3.3108092523595443,302.3685081337189,-11.266824591585825,-12.055722900930704,-2.0557229009307036,0.9523350969713488,0.9046701939426975
23,MTD2215,-1.408013856904333,-0.10523553950949815,0.036166049443731585,-0.0008921599311840624,-20.09258721996934,-20.41035338668868,-7.077020053355346,0.9863868962828846,0.9682360913267306,0.002040037741200096,8.483886523905621,35.97166137549687,-21.58084908331154,-21.819173708351048,-15.819173708351048,0.9853428203007943,0.97434993552639,0.8240058328504529,1.7446768207329713,1.8757981379617916,5.999999999216689,291.45186895236805,301.15000164433883,-13.086949796772032,-13.563599046851046,70.43640095314896,0.9805688561889313,0.8639819933225191,1.0156190682695454,0.8990404999138338,2.9457138209122,301.14999998498627,-7.637475434034526,-7.955241600753869,5.378091732579465,0.935418899155751,0.8493107646967525,1.1060785901006365,0.7999830196875514,3.2026927334844877,302.1133743827437,-7.946714558223045,-8.264480724942388,5.068852608390946,0.9378676417415318,0.8550244973969076
24,MTD2216,8.707031320634295,-1.727029967386126,0.10685628739706618,-0.0018252234759538104,-11.876690308547383,-12.194456475266726,1.1388768580666078,0.963708354397981,0.915319493595289,0.0020691102702586894,12.027500100263879,36.39079426342859,-8.212505628816475,-8.450830253855981,-2.4508302538559814,0.9255936830293577,0.8697889453013761,0.42439706060877214,1.4860401683335804,1.4218101029825312,5.9999999999817035,295.6909636012684,303.15003972349666,-4.471144864964742,-4.947794115043756,79.05220588495624,0.9455425119716461,0.6187975838015225,0.4788290048292604,1.0754526872859818,2.9999999988002015,302.24364165107346,-1.9832022932597617,-2.3009684599791047,11.03236487335423,0.8750050210633442,0.7083450491478032,0.6316275639336866,0.7841963022368785,5.67601742455031,305.1080165105823,-5.822503731210569,-6.140269897929912,7.193063435403422,0.9226484289107255,0.8195130007916929
25,MTD2217,2.788975881127096,-0.8823701667254676,0.08045115941812771,-0.0016551685678120906,-11.764974879672598,-12.082741046391941,1.2505922869413926,0.9752492714972706,0.942248300160298,0.0024890988083455245,8.918877099168025,35.073465190968165,-11.918912985043317,-12.157237610082824,-6.157237610082824,0.9685140047234844,0.9448995082660976,0.559522798053208,1.9636150441104996,2.8664861698131263,1.4405182223383168,294.3799094752866,298.1500000486802,-2.1844975336396644,-2.661146783718678,81.33885321628132,0.9512573602835711,0.6588015219849978,0.5404442762305395,1.8550340776211032,2.6344520535330984,294.33532289736047,-6.039583671200564,-6.357349837919907,6.975983495413427,0.9493707828293164,0.8818651599350716,0.7818659192527222,1.2668566565636916,2.5886872649231725,298.15000042767866,-4.172339613307617,-4.49010578002696,8.843227553306374,0.9360606895309413,0.8508082755721965
26,MTD2218,0.5764002571283663,-0.4142100964831074,0.05906225098070362,-0.0014498937414891165,-22.75125162293824,-23.069017789657586,-9.735684456324252,0.9916336241102256,0.9804784562571931,0.0027300613122154815,7.08520117892057,32.29171624082926,-24.471726898554806,-24.710051523594313,-18.710051523594313,0.9912496684952481,0.9846869198666841,1.0758519827593012,1.778890347236941,1.945129840094581,5.999999999271141,290.71139563139985,298.15004558127526,-12.463120724316962,-12.939769974395976,71.06023002560403,0.9819999096098418,0.8739993672688929,1.1149461327276682,1.140556547445244,2.999999999638378,296.94798688281224,-6.532983876743108,-6.850750043462451,6.482583289870883,0.9364705059733148,0.8517645139377346,1.0862592698256712,1.0658508612777324,3.5615276326982563,298.1500000013137,-9.182348052734993,-9.500114219454336,3.8332191138789984,0.9543805687833993,0.8935546604945983
27,MTD2221,1.7735436883942586,-0.6656677916671148,0.0649986255830385,-0.0013437237570793027,-18.387028018854764,-19.175926328199644,-9.175926328199644,0.9848176892904215,0.9696353785808429,0.00227292433810794,9.212221480249337,35.56724852184847,-18.61679519685935,-19.208468928868008,-14.408468928868007,0.9811080225436196,0.9697728360697914,0.5124164146237176,2.3856682262484834,2.3018916080337846,5.999989025397577,289.8879256163998,298.88755276571544,-9.121105496575986,-10.304452960593302,31.695547039406698,0.9739138166743752,0.8956552666975006,0.6181883222714207,1.3711198495126613,2.855088829798796,298.14999841276034,-2.3041630950563796,-3.093061404401258,6.906938595598742,0.9093400193900092,0.8186800387800184,0.7710232074325379,1.0718085023633144,3.144296992530628,300.570080067288,-2.7619322746553543,-3.5508305840002325,6.4491694159997675,0.9138359764453374,0.8276719528906749
28,MTD2223,7.20558879373425,-1.5499955038186743,0.10288331864761559,-0.0018253188440763674,-16.718386063049792,-17.036152229769137,-3.7028188964358026,0.9830961046123596,0.9605575774288392,0.0023419870789122554,11.759498618988552,35.98369933870018,-12.074189779781623,-12.31251440482113,-6.31251440482113,0.9608265657328983,0.931446490032572,0.3641881722589091,1.9908034081240382,1.8673290474536457,5.999999999077938,292.3193968882397,301.18711140604626,-4.585360860479149,-5.0620101105581625,78.93798988944184,0.9541987283247019,0.6793910982729131,0.5150551882778309,1.1582069297611006,2.9999999945682476,301.1499988650136,-1.5860387778249354,-1.9038049445442784,11.429528388789056,0.8879340510081424,0.7385127856856655,0.6811187986800876,0.8551859244105421,4.470823228000796,303.99291825184565,-3.552307051607171,-3.870073218326514,9.46326011500682,0.9123541758329123,0.7954930769434622
29,MTD2225,0.9379040797684134,-0.25798724315662963,0.03216716614472268,-0.0007239737571379923,-15.83597430996595,-16.62487261931083,-6.624872619310828,0.9437952079599963,0.8875904159199925,0.001233124581533518,4.806194657246877,35.522841359747126,-17.566026210878213,-18.15769994288687,-13.357699942886871,0.9408006775905803,0.9052810841449285,1.4895448715963167,1.4006650525662385,1.2660386655703122,5.999999980763849,286.80151187838544,300.547269739383,-15.072217812850234,-16.25556527686755,25.74443472313245,0.9624530659305139,0.8498122637220558,0.8411418673891063,1.0229689544007459,2.470897847777782,298.1499995829265,-5.816755613526803,-6.6056539228716815,3.3943460771283185,0.8288999302483397,0.6577998604966795,1.1340299673980163,0.5141918262458621,5.229958683098545,303.9033767338914,-14.367491206172703,-15.156389515517581,-5.156389515517581,0.9338339950806804,0.8676679901613609
30,MTD2226,7.641956644971012,-1.6187359320667671,0.10718540625637483,-0.0019001007366900749,-12.677494815456003,-12.995260982175346,0.3380723511579884,0.9741306512927299,0.9396381863497031,0.0024123030934763423,11.507163908007211,36.05259570870252,-9.646624723612495,-9.884949348652002,-3.884949348652002,0.9509986536397438,0.9142476438695516,0.5823951145322542,1.3331193621294144,1.3489721922867894,5.999999994438575,297.3623203808902,303.1500000018413,-8.745974343660645,-9.222623593739659,74.77737640626034,0.9748555173728368,0.8239886216098578,0.614113590138225,1.0631155706419038,2.999999999903861,301.7904167517487,-2.4378699515847266,-2.7556361183040696,10.577697215029264,0.9069616356235984,0.7829104831217297,0.7493660513783218,0.8189922201895116,5.120363163287266,304.32801359421904,-8.785777251330357,-9.1035434180497,4.229789915283634,0.9579220640840918,0.9018181495295474
